"mass","age","cores","RAM","color","power","evil"
103.24,55,18,136,"red","battery",0
103.91,31,16,112,"black","hydrogen",0
105.25,30,22,152,"blue","battery",0
NA,55,12,152,"black","hydrogen",0
95.21,20,28,128,"blue","battery",0
95.29,28,16,168,"black","battery",0
79.47,20,16,104,"black","battery",0
110.51,27,28,128,"blue","hydrogen",0
123.45,31,26,152,"blue","hydrogen",0
105.86,32,24,136,"blue","battery",0
96.49,55,10,136,"black","battery",0
94.02,56,14,128,"red","propane",0
109.59,23,28,168,"black","battery",0
99.06,54,12,136,"blue","battery",0
111.96,23,36,128,"red","propane",0
100.72,52,16,144,"black","battery",0
117.42,20,30,136,"blue","hydrogen",0
NA,59,16,152,"black","hydrogen",0
68.65,30,12,120,"black","battery",0
85.69,30,26,112,"red","propane",0
113.09,26,NA,128,"blue","battery",0
102.54,21,20,144,"black","hydrogen",0
95.83,65,18,136,"red","battery",0
102.13,56,18,128,"black","propane",0
90.39,60,21,128,"black","propane",0
108.78,NA,28,128,"red","battery",0
115.72,55,19,128,"black","hydrogen",0
110.2,18,28,128,"black","propane",0
NA,28,18,112,"blue","battery",0
96.7,29,24,136,"red","hydrogen",0
121.82,24,26,168,"black","propane",0
99.28,30,NA,128,"black","hydrogen",0
125.95,20,32,160,"black","hydrogen",0
99.55,NA,22,96,"black","propane",0
92.97,23,22,136,"blue","battery",0
129.81,51,22,152,"black","hydrogen",0
99.97,54,26,160,"black","battery",0
106.04,26,22,112,"black","battery",0
120.78,58,26,112,"black","propane",0
123.94,NA,30,176,"red","hydrogen",0
94.02,53,12,96,"black","battery",0
NA,18,28,136,"black","battery",0
107.93,23,34,112,"red","propane",0
98.22,22,21,160,"red","propane",0
119.21,52,16,168,"black","propane",0
92.55,26,18,120,"black","propane",0
93.06,60,22,152,NA,NA,0
NA,27,26,120,"black","propane",0
123.69,55,24,160,"black","hydrogen",0
101.24,57,14,128,"red","battery",0
125.1,23,30,160,"black","hydrogen",0
107.6,29,18,160,"black","battery",1
108.43,25,24,144,"red","hydrogen",0
107.75,55,NA,144,"black","propane",0
81.53,51,22,112,"black","propane",0
98.07,20,20,136,"black","hydrogen",0
104.56,33,22,152,"red","hydrogen",0
99.37,27,16,104,"black","battery",0
83.63,19,22,128,"red","propane",0
80.51,57,18,112,"blue","propane",0
89.09,29,20,128,"black","battery",0
111.42,52,26,160,"black","propane",0
99.55,26,30,160,"red","propane",0
NA,71,14,136,"black","battery",0
92.99,55,20,128,"red","battery",0
96.18,22,26,160,"blue","propane",0
111.84,52,20,144,"black","battery",0
93.41,26,22,136,"blue","battery",0
100.63,60,22,112,"black","propane",0
90.12,25,16,128,"blue","propane",0
NA,32,30,128,"blue","hydrogen",0
106.31,30,24,168,"black","propane",0
86.95,27,22,128,"red","propane",0
78.22,30,18,112,"black","battery",0
123.23,63,20,168,"red","battery",0
100.11,22,26,152,"black","battery",0
100.65,57,20,136,"blue","propane",0
107.16,17,NA,120,"red","propane",0
93.27,28,20,104,"black","propane",0
98.89,26,16,144,"red","hydrogen",0
88.04,54,16,112,"black","hydrogen",0
87.99,62,14,112,"black","battery",0
124.54,57,34,144,"red","propane",0
101.84,27,28,160,"red","propane",0
88.45,23,14,136,"black","battery",0
110.3,54,29,128,"blue","propane",0
NA,60,18,128,"black","battery",0
94.56,53,22,160,"black","hydrogen",0
106.82,27,22,160,"red","battery",0
114.44,24,32,144,"red","hydrogen",0
99.33,28,18,136,"black","battery",0
121.8,19,22,176,"blue","battery",0
76.06,NA,NA,120,"red","propane",0
NA,29,24,176,"black","battery",0
100,26,30,152,"red","battery",0
111.39,23,22,128,"black","battery",0
80.8,58,12,104,"black","battery",0
93.57,28,20,160,"blue","hydrogen",1
92.86,62,12,120,"black","battery",0
95.96,22,14,104,"blue","battery",0
101.23,22,30,120,"blue","battery",0
96.53,26,20,152,"black","propane",0
100.41,21,26,128,"blue","propane",0
122.36,20,30,152,"red","propane",0
120.97,57,22,160,"black","hydrogen",0
102.66,62,20,120,"black","battery",0
95.98,28,24,160,"red","propane",0
105.4,50,NA,160,"red","battery",0
123.66,29,30,152,"red","hydrogen",0
81.89,61,20,104,"black","propane",0
110.48,30,26,152,"black","battery",0
114.6,23,32,128,"black","battery",0
101.66,55,8,136,"black","hydrogen",0
117.4,53,20,168,"red","propane",0
105.96,30,28,144,"blue","battery",0
108.77,58,20,120,"black","battery",0
108.36,21,24,144,"red","battery",0
93.53,21,14,120,"red","battery",0
87.9,59,20,144,"red","battery",0
131.78,53,22,112,"red","battery",0
87.47,16,30,128,"blue","propane",1
105.75,53,14,144,"black","hydrogen",0
105.97,25,28,136,"black","battery",0
107.75,20,26,136,"blue","battery",0
105.37,26,20,144,"blue","propane",0
116.97,53,28,152,"black","hydrogen",0
110.09,26,28,168,"blue","propane",0
100.71,27,29,144,"black","propane",0
100.66,57,30,136,"black","battery",0
117.16,54,20,144,"black","hydrogen",0
101.25,21,28,112,"blue","propane",0
96.66,26,22,136,"black","propane",0
95.27,26,26,136,"black","propane",0
131.66,60,30,112,"black","propane",0
92.05,25,14,72,"black","battery",0
93.01,15,18,136,"red","battery",0
115.64,25,26,176,"red","battery",0
76.65,27,24,144,"red","battery",0
101.49,31,18,136,"red","battery",0
107.82,27,NA,136,"black","propane",0
116.41,55,20,112,"black","battery",0
110.57,52,22,136,"black","battery",0
111.1,21,20,128,"red","battery",0
86.75,19,20,136,"red","propane",0
97.54,53,24,128,"black","propane",0
111.55,61,28,168,"black","hydrogen",0
111.75,23,28,120,"blue","hydrogen",0
102.34,57,22,144,"black","hydrogen",0
98.78,50,20,112,"black","battery",0
112.26,26,26,128,"blue","battery",0
85.61,20,22,112,"black","battery",0
112.97,24,36,176,"red","hydrogen",0
114.34,28,22,128,"blue","battery",0
107.3,32,22,144,"black","propane",0
135.13,53,32,160,"black","hydrogen",0
105.1,24,24,112,"black","propane",0
121.49,14,32,184,"red","hydrogen",0
NA,59,22,144,"blue","battery",0
105.93,26,18,128,"red","hydrogen",0
83.48,31,20,136,"black","battery",0
108.59,25,22,NA,"blue","hydrogen",0
109.03,62,26,120,"black","propane",0
NA,63,18,128,"black","hydrogen",0
101.41,25,18,120,"black","battery",0
103.27,27,34,128,"black","battery",0
108.16,54,16,160,"black","hydrogen",0
99.59,58,14,128,"black","battery",0
105.99,25,16,136,"black","hydrogen",0
108.89,29,24,144,"black","battery",0
104.73,31,24,104,"blue","propane",0
105.63,23,22,120,"blue","battery",0
101.22,27,26,112,"blue","battery",0
118.89,25,24,152,"red","hydrogen",0
93.72,61,17,96,"black","hydrogen",0
109.99,NA,20,144,"black","hydrogen",0
84.09,55,16,112,NA,NA,0
93.89,23,24,128,"blue","propane",0
99.51,25,NA,144,"blue","propane",0
111.5,60,22,128,"black","battery",0
96.05,57,24,152,"red","battery",0
114.54,32,20,120,"black","battery",0
94.11,27,20,120,"black","battery",0
106.83,28,24,144,"red","propane",0
110.53,31,20,136,"black","hydrogen",0
114.48,31,20,136,"red","battery",0
113.12,22,22,136,"blue","hydrogen",0
94.63,16,30,152,"black","propane",0
101.54,25,20,144,"red","propane",0
110.04,33,22,128,"blue","hydrogen",0
94.66,24,22,128,"blue","propane",0
91.54,30,20,112,"blue","battery",0
109.39,24,22,168,"black","battery",0
116.49,NA,18,120,"black","hydrogen",0
97.24,27,18,128,"red","battery",0
105.81,21,28,136,"black","hydrogen",0
89.04,25,20,136,"red","battery",0
92.31,66,14,144,"red","battery",0
102.02,56,16,112,"black","battery",0
NA,53,20,112,"blue","battery",0
100.84,26,24,152,"black","hydrogen",0
104.16,50,21,144,"black","battery",0
96.26,52,18,104,"blue","battery",0
104.8,51,18,152,"black","hydrogen",1
NA,56,22,144,"black","hydrogen",0
115.95,54,32,120,"red","propane",0
104.35,27,NA,160,"black","battery",0
86.35,30,16,128,"black","battery",0
77.36,25,21,128,"red","battery",0
108.62,25,26,144,"red","hydrogen",0
105.82,27,20,144,"black","hydrogen",0
96.97,28,22,144,"black","hydrogen",0
117.98,53,28,144,"black","propane",0
108.44,22,28,120,"black","battery",0
106.58,29,23,128,"black","hydrogen",0
87.12,28,16,104,"red","battery",0
81.81,55,12,104,"blue","battery",0
102.62,57,18,128,"blue","battery",0
110.25,52,26,112,"red","propane",0
97.15,14,32,120,"red","propane",0
108.29,23,26,120,"blue","battery",0
106.26,30,22,120,"red","battery",0
105.26,NA,18,128,"black","battery",0
NA,67,18,120,"black","battery",0
108.62,56,14,136,"black","hydrogen",0
99.51,28,NA,120,"red","hydrogen",0
89.11,57,10,120,"black","battery",0
107.83,53,22,112,"black","propane",0
104.23,58,20,128,"black","battery",0
91.61,18,23,NA,"blue","propane",1
115.78,27,24,136,"blue","battery",0
99.96,54,14,112,"black","battery",0
88.75,23,26,144,"red","propane",0
121.25,29,32,144,"blue","propane",0
112.59,26,26,136,"black","propane",0
96.83,50,22,120,"blue","battery",0
90.23,56,12,144,"black","battery",0
107.92,18,24,144,"blue","hydrogen",0
114.43,20,NA,152,"black","battery",0
100.48,24,21,128,"black","propane",0
93.04,22,34,120,"red","propane",0
96.51,56,16,104,"blue","battery",0
NA,23,12,112,"black","battery",0
124.78,28,26,176,"red","battery",0
108.32,55,16,136,"black","battery",0
105.17,50,28,88,"black","propane",0
111.53,53,20,192,"red","hydrogen",0
107.46,26,27,144,"blue","propane",0
72.24,23,28,120,"black","propane",0
93.4,30,16,152,"red","battery",0
107.31,57,14,112,"black","hydrogen",0
96.54,59,20,120,"black","battery",0
98.88,25,23,152,"blue","battery",0
95.36,56,16,96,"black","battery",0
108.83,56,24,136,"black","hydrogen",0
86.43,51,10,128,NA,NA,0
113.72,33,26,144,"red","hydrogen",0
87.44,28,30,120,"black","propane",0
92.27,54,15,144,"red","battery",0
103.11,21,28,152,"red","battery",0
105.97,18,28,128,NA,NA,0
101.56,31,22,128,"blue","battery",0
NA,53,18,96,"black","hydrogen",0
123.92,30,24,160,"blue","battery",0
106.28,26,26,NA,NA,NA,0
94.23,NA,21,112,"blue","propane",0
102.07,26,28,144,"blue","propane",0
96.23,61,22,112,"black","hydrogen",0
97.47,50,22,128,"black","propane",0
89.11,31,32,96,"blue","propane",0
93.03,57,18,128,"blue","propane",0
99.29,52,21,88,"red","battery",0
101.32,23,32,144,"red","battery",0
104.29,59,24,128,"red","battery",0
114.47,53,18,128,"red","battery",0
128.09,55,22,144,"blue","hydrogen",0
115.62,22,22,168,"blue","hydrogen",0
121.8,NA,30,128,"blue","propane",0
114.95,59,18,128,"black","hydrogen",0
110.95,29,18,144,"black","hydrogen",0
92.26,58,12,120,"blue","battery",0
106.73,NA,30,136,"black","propane",0
100.95,61,18,128,"black","battery",0
100.45,67,16,104,"black","battery",0
92.19,58,24,136,"black","battery",0
104.23,26,26,128,"blue","battery",0
123.83,58,22,144,"black","hydrogen",0
117.87,61,22,160,"black","hydrogen",0
NA,29,18,96,"black","battery",0
105.94,25,28,152,"black","propane",0
106.25,53,12,136,"red","hydrogen",0
97.27,33,22,120,NA,NA,0
93.88,58,14,112,"red","propane",0
98.7,61,18,112,"black","battery",0
102.3,55,30,152,"black","propane",0
103.4,53,16,128,"red","battery",0
114.13,54,20,152,"blue","hydrogen",0
81.7,57,23,128,"black","battery",0
NA,52,18,136,"red","propane",0
108.48,27,20,144,"black","hydrogen",0
101.63,24,26,128,"red","propane",0
104.6,28,16,104,"blue","battery",0
103.55,25,22,152,"red","battery",0
136.11,27,32,184,"red","hydrogen",0
109.9,29,22,128,"black","battery",0
104.55,52,26,144,"red","propane",0
107.21,26,NA,128,"black","hydrogen",0
126.15,60,23,152,"black","hydrogen",0
97.75,26,24,136,NA,NA,0
110.64,21,32,152,"red","propane",0
98.05,49,24,136,"black","battery",0
96.04,56,16,112,"black","battery",0
97.72,27,22,136,"red","battery",0
82.76,55,16,144,"red","battery",0
105.09,28,22,128,"black","hydrogen",0
101.96,34,26,112,"black","battery",0
90.41,54,14,112,"black","battery",0
92.91,25,31,144,"red","propane",0
107.23,25,30,128,"red","hydrogen",0
113.14,52,20,144,"black","battery",0
95.06,56,22,120,"blue","battery",0
110.4,59,18,136,"black","hydrogen",0
NA,26,32,136,"red","propane",0
109.37,23,26,152,"blue","battery",0
93.36,27,16,152,"red","hydrogen",0
94.05,25,18,144,"red","battery",0
105.23,27,24,128,"blue","battery",0
100.81,28,26,128,"red","propane",0
110.85,18,28,144,"blue","battery",0
102.49,50,NA,144,"black","battery",0
110.41,56,22,144,"black","battery",0
102.88,54,28,152,"black","battery",0
108.94,33,26,144,"black","battery",0
96.63,NA,18,104,"black","battery",0
108.2,NA,20,176,"red","battery",0
95.09,27,32,80,"red","propane",0
92.88,30,20,136,"blue","hydrogen",0
111.39,58,16,128,"black","hydrogen",0
109.47,52,16,144,"blue","battery",1
110.56,21,NA,144,"blue","battery",0
103.75,63,NA,104,"black","battery",0
122.91,25,31,152,"blue","hydrogen",0
NA,27,26,120,"black","hydrogen",0
88.95,29,22,136,"black","propane",0
117.34,53,20,128,"black","battery",0
110.83,27,28,144,"red","battery",0
NA,55,28,NA,"black","hydrogen",1
84.11,29,24,96,"black","propane",0
99.9,26,26,184,"red","battery",0
112.18,57,24,128,"black","hydrogen",0
87.75,62,22,168,"black","battery",1
90.64,52,12,120,"black","battery",0
102.27,27,24,152,"red","battery",0
94.01,29,20,120,"black","propane",0
100.18,27,30,128,"red","propane",0
112.39,51,22,160,"red","hydrogen",0
109.37,24,28,152,"blue","propane",0
100.78,30,22,136,"black","battery",0
112.33,67,12,104,"black","hydrogen",0
90.74,23,NA,112,"black","battery",0
95.06,51,18,144,"red","propane",0
98.33,17,32,152,"blue","propane",0
99.73,32,24,96,"black","battery",0
114.73,23,22,136,"black","hydrogen",0
98.39,30,16,128,"black","battery",0
93.99,53,18,112,"blue","propane",0
100.38,17,NA,168,"black","battery",0
95.03,27,21,168,"black","battery",0
107.33,27,26,136,"blue","battery",0
112.49,29,20,152,"black","battery",0
102.44,26,24,152,"red","propane",0
115.69,28,34,160,"black","hydrogen",0
94.53,30,30,120,"black","propane",0
98.14,56,24,136,"black","propane",0
97.43,24,24,144,"blue","battery",0
107.13,51,22,152,"black","hydrogen",0
87.55,55,22,88,"blue","propane",0
87.34,30,24,112,"black","battery",0
95.77,54,14,112,"black","battery",0
107.3,56,16,104,"blue","battery",0
NA,52,22,112,"red","propane",0
101.75,29,20,NA,"blue","battery",0
120.39,52,24,144,"black","hydrogen",0
101.43,28,18,136,"black","battery",0
128.19,53,28,152,"red","hydrogen",0
107.84,22,26,136,"blue","battery",0
99.94,59,20,112,"red","battery",0
115.29,54,20,152,"blue","battery",0
101.41,64,8,112,"black","battery",0
78.62,53,20,120,"black","propane",0
114.06,28,NA,144,"red","hydrogen",0
92.97,28,18,112,"blue","battery",0
100.3,22,26,128,"blue","battery",0
111.66,22,18,112,"blue","hydrogen",0
96.45,NA,22,152,"black","battery",1
94.27,53,22,136,"black","battery",0
93.65,21,28,112,"black","battery",0
108.92,29,22,144,"black","battery",0
103.91,23,24,112,"blue","battery",0
99.26,51,20,120,"black","battery",0
87.13,23,22,120,"red","battery",0
116.56,51,18,144,"black","hydrogen",0
119.82,56,18,152,"red","hydrogen",0
110.43,25,22,120,"blue","battery",0
102.93,31,26,152,"black","battery",0
119.71,54,26,152,"red","propane",0
99.74,57,16,120,"black","battery",0
88.55,24,28,136,"red","propane",0
94.18,23,26,112,"blue","battery",0
98.08,57,10,112,"black","battery",0
110.18,63,16,160,"black","propane",0
100.69,59,26,144,"black","propane",0
101.42,26,28,144,"red","propane",0
102.27,62,8,136,"black","hydrogen",0
121.54,17,24,136,"red","hydrogen",0
84.07,29,18,120,"black","battery",0
96.23,25,28,104,"blue","hydrogen",0
93.2,57,20,88,"black","propane",0
NA,51,16,152,"black","battery",0
117.97,22,28,160,"blue","hydrogen",0
102.46,25,26,152,"black","hydrogen",0
98.27,56,22,104,"black","propane",0
118.17,30,32,152,"red","battery",0
89.96,30,16,88,NA,NA,0
107.06,25,30,128,"blue","battery",0
105.72,19,22,160,"blue","battery",0
109.37,30,20,128,"blue","battery",0
125.56,30,26,160,"red","hydrogen",0
90.19,23,16,104,"black","propane",0
102.22,31,22,112,"black","battery",0
92.83,26,22,152,"red","battery",0
108.45,30,NA,144,"red","hydrogen",0
106.52,50,16,NA,"black","battery",0
106.6,27,18,144,"black","hydrogen",0
82.3,55,18,128,"blue","hydrogen",0
102.87,30,18,104,"black","battery",0
NA,18,20,144,"red","propane",0
93.86,28,22,88,"red","battery",0
114.42,22,28,160,"red","battery",0
82.07,28,18,80,"blue","battery",0
NA,24,NA,128,"blue","propane",0
89,59,10,128,"black","battery",0
92.82,62,18,128,"black","battery",0
101.98,49,20,128,"red","hydrogen",0
NA,25,20,144,"black","hydrogen",0
118.77,28,26,144,"black","battery",0
90.38,22,20,112,"blue","propane",0
100.69,53,18,152,"red","battery",0
98.49,54,18,128,"blue","propane",0
83.5,57,16,112,"red","propane",0
105.26,50,12,112,"blue","battery",0
92.93,24,24,120,"blue","hydrogen",0
100.48,57,22,104,"black","battery",0
94.92,57,14,136,"black","hydrogen",0
93.66,26,24,96,"black","propane",0
99.48,55,NA,112,"blue","battery",0
106.23,30,20,128,"blue","battery",0
97.78,52,24,136,"black","propane",0
117.84,22,28,176,"blue","hydrogen",0
95.87,57,16,96,"red","battery",0
118.37,26,26,144,"blue","battery",0
119.02,53,26,184,"blue","battery",1
92.02,28,16,120,"black","battery",0
113.77,22,16,112,"blue","hydrogen",1
99.96,23,20,160,"red","propane",0
99.56,25,28,144,"black","propane",0
91.34,27,22,88,"black","propane",0
102.78,27,22,136,"red","propane",0
91.02,53,17,144,"black","battery",0
89.02,25,18,112,"black","battery",0
101.75,16,28,128,"blue","battery",0
94.49,29,22,136,"red","battery",0
126.24,27,24,168,"blue","hydrogen",0
106.63,30,24,104,"black","battery",0
105.02,23,24,136,"blue","hydrogen",0
102.68,31,24,144,"red","battery",0
88.47,21,28,120,"red","propane",0
123.44,55,NA,136,"blue","hydrogen",0
107.09,30,26,144,"black","battery",0
NA,33,14,136,"blue","hydrogen",0
99.01,27,26,112,"blue","propane",0
96.88,31,22,136,"blue","battery",0
87.63,58,16,128,"blue","hydrogen",0
99.03,26,26,120,"black","battery",0
102.74,58,28,128,"blue","propane",0
NA,24,22,144,"black","battery",0
105.84,52,18,160,"red","battery",0
105.6,31,22,160,"blue","hydrogen",0
101.37,29,28,128,"black","battery",0
100.05,22,24,144,"black","propane",0
90.06,32,23,144,"blue","battery",0
107.13,58,22,136,"black","battery",0
124.01,30,26,128,"blue","hydrogen",0
106.08,24,24,168,"red","battery",0
94.75,13,31,128,"blue","battery",1
